path (click to see more detail),act. lumi (fb-1),eff. lumi (fb-1),counts,first run,last run,dataset(s)
HLT_DoubleL3Mu16_10NoVtx_DxyMin0p01cm_v,20.2,20.2,,391658,395239,"Muon[0,1]"
HLT_CscCluster_Loose_v,20.2,20.2,,391658,395239,"Muon[0,1]"
HLT_CscCluster_Medium_v,20.2,20.2,,391658,395239,"Muon[0,1]"
HLT_CscCluster_Tight_v,20.2,20.2,,391658,395239,"Muon[0,1]"
HLT_L1CSCShower_DTCluster50_v,20.2,20.2,,391658,395239,"Muon[0,1]"
HLT_L1CSCShower_DTCluster75_v,20.2,20.2,,391658,395239,"Muon[0,1]"
HLT_DoubleL2Mu12NoVtx_2Cha_VetoL3Mu0DxyMax1cm_v,20.2,20.2,,391658,395239,"Muon[0,1]"
HLT_DoubleL2Mu14NoVtx_2Cha_VetoL3Mu0DxyMax1cm_v,20.2,20.2,,391658,395239,"Muon[0,1]"
HLT_DoubleL3Mu18_10NoVtx_DxyMin0p01cm_v,20.2,20.2,,391658,395239,"Muon[0,1]"
HLT_DoubleL3Mu20_10NoVtx_DxyMin0p01cm_v,20.2,20.2,,391658,395239,"Muon[0,1]"
HLT_DoubleL3dTksMu16_10NoVtx_DxyMin0p01cm_v,20.2,20.2,,391658,395239,"Muon[0,1]"
HLT_L3dTksMu10_NoVtx_DxyMin0p01cm_v,20.2,0.02,,391658,395239,"Muon[0,1]"
HLT_IsoMu50_AK8PFJet230_SoftDropMass40_v,20.2,20.2,,391658,395239,"Muon[0,1]"
HLT_DoubleL2Mu_L3Mu16NoVtx_VetoL3Mu0DxyMax0p1cm_v,20.2,20.2,,391658,395239,"Muon[0,1]"
HLT_DoubleL2Mu_L3Mu18NoVtx_VetoL3Mu0DxyMax0p1cm_v,20.2,20.2,,391658,395239,"Muon[0,1]"
HLT_DoubleL2Mu10NoVtx_2Cha_CosmicSeed_VetoL3Mu0DxyMax1cm_v,20.2,20.2,,391658,395239,"Muon[0,1]"
HLT_DoubleL2Mu12NoVtx_2Cha_CosmicSeed_VetoL3Mu0DxyMax1cm_v,20.2,20.2,,391658,395239,"Muon[0,1]"
HLT_Mu50_L1SingleMuShower_v,20.2,20.2,,391658,395239,"Muon[0,1]"
HLT_IsoMu50_AK8PFJet220_SoftDropMass40_v,20.2,20.2,,391658,395239,"Muon[0,1]"
HLT_IsoMu50_AK8PFJet220_SoftDropMass40_PNetBB0p06_v,20.2,20.2,,391658,395239,"Muon[0,1]"
HLT_IsoMu50_AK8PFJet230_SoftDropMass40_PNetBB0p06_v,20.2,20.2,,391658,395239,"Muon[0,1]"
HLT_IsoMu50_AK8PFJet230_SoftDropMass40_PNetBB0p10_v,20.2,20.2,,391658,395239,"Muon[0,1]"
HLT_DoubleCscCluster75_v,20.2,20.2,,391658,395239,"Muon[0,1]"
HLT_DoubleCscCluster100_v,20.2,20.2,,391658,395239,"Muon[0,1]"
HLT_IsoMu24_OneProng32_v,20.2,20.2,,391658,395239,"Muon[0,1]"
HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_DZ_Mass8_PFJet30_v,20.2,20.2,,391658,395239,"Muon[0,1]"
HLT_DoubleMu3_DCA_PFMET50_PFMHT60_Mass2p0_v,20.2,0.63,,391658,395239,"Muon[0,1]"
HLT_DoubleMu3_DCA_PFMET50_PFMHT60_Mass2p0_noDCA_v,20.2,0.63,,391658,395239,"Muon[0,1]"
HLT_IsoMu24_eta2p1_PNetTauhPFJet30_Medium_L2NN_eta2p3_CrossL1_v,20.2,20.2,,391658,395239,"Muon[0,1]"
HLT_IsoMu24_eta2p1_PNetTauhPFJet30_Tight_L2NN_eta2p3_CrossL1_v,20.2,20.2,,391658,395239,"Muon[0,1]"
HLT_IsoMu24_eta2p1_PNetTauhPFJet26_L2NN_eta2p3_CrossL1_v,20.2,20.2,,391658,395239,"Muon[0,1]"
HLT_IsoMu24_eta2p1_PNetTauhPFJet26_L2NN_eta2p3_CrossL1_PFJet60_v,20.2,20.2,,391658,395239,"Muon[0,1]"
HLT_IsoMu24_eta2p1_PNetTauhPFJet26_L2NN_eta2p3_CrossL1_PFJet75_v,20.2,20.2,,391658,395239,"Muon[0,1]"
HLT_IsoMu24_eta2p1_PNetTauhPFJet30_Tight_eta2p3_CrossL1_ETau_Monitoring_v,20.2,20.2,,391658,395239,"Muon[0,1]"
HLT_IsoMu24_eta2p1_PNetTauhPFJet30_Medium_eta2p3_CrossL1_ETau_Monitoring_v,20.2,20.2,,391658,395239,"Muon[0,1]"
HLT_IsoMu24_eta2p1_PNetTauhPFJet30_Loose_eta2p3_CrossL1_ETau_Monitoring_v,20.2,20.2,,391658,395239,"Muon[0,1]"
HLT_IsoMu20_eta2p1_PNetTauhPFJet27_Tight_eta2p3_CrossL1_v,20.2,20.2,,391658,395239,"Muon[0,1]"
HLT_IsoMu20_eta2p1_PNetTauhPFJet27_Medium_eta2p3_CrossL1_v,20.2,20.2,,391658,395239,"Muon[0,1]"
HLT_IsoMu20_eta2p1_PNetTauhPFJet27_Loose_eta2p3_CrossL1_v,20.2,20.2,,391658,395239,"Muon[0,1]"
HLT_IsoMu24_eta2p1_PNetTauhPFJet20_eta2p2_SingleL1_v,20.2,20.2,,391658,395239,"Muon[0,1]"
HLT_IsoMu24_eta2p1_PNetTauhPFJet45_L2NN_eta2p3_CrossL1_v,20.2,20.2,,391658,395239,"Muon[0,1]"
HLT_IsoMu24_eta2p1_PFHT250_v,20.2,20.2,,391658,395239,"Muon[0,1]"
HLT_IsoMu24_eta2p1_PFHT250_QuadPFJet25_v,20.2,20.2,,391658,395239,"Muon[0,1]"
HLT_IsoMu24_eta2p1_PFHT250_QuadPFJet25_PNet1Tauh0p50_v,20.2,20.2,,391658,395239,"Muon[0,1]"
HLT_IsoMu24_eta2p1_SinglePFJet25_PNet1Tauh0p50_v,20.2,20.2,,391658,395239,"Muon[0,1]"
HLT_IsoMu24_eta2p1_PNetTauhPFJet130_Loose_L2NN_eta2p3_CrossL1_v,20.2,20.2,,391658,395239,"Muon[0,1]"
HLT_IsoMu24_eta2p1_PNetTauhPFJet130_Medium_L2NN_eta2p3_CrossL1_v,20.2,20.2,,391658,395239,"Muon[0,1]"
HLT_IsoMu24_eta2p1_PNetTauhPFJet130_Tight_L2NN_eta2p3_CrossL1_v,20.2,20.2,,391658,395239,"Muon[0,1]"
HLT_DisplacedMu24_MediumChargedIsoDisplacedPFTauHPS24_v,20.2,20.2,,391658,395239,"Muon[0,1]"
HLT_IsoMu27_MediumChargedIsoDisplacedPFTauHPS24_eta2p1_SingleL1_v,20.2,20.2,,391658,395239,"Muon[0,1]"
HLT_CscCluster50_Photon20Unseeded_v,20.2,20.2,,391658,395239,"Muon[0,1]"
HLT_CscCluster50_Photon30Unseeded_v,20.2,20.2,,391658,395239,"Muon[0,1]"
HLT_CscCluster100_Ele5_v,20.2,20.2,,391658,395239,"Muon[0,1]"
HLT_CscCluster100_Mu5_v,20.2,20.2,,391658,395239,"Muon[0,1]"
HLT_CscCluster100_PNetTauhPFJet10_Loose_v,20.2,20.2,,391658,395239,"Muon[0,1]"
HLT_IsoTrk200_L1SingleMuShower_v,20.2,20.2,,391658,395239,"Muon[0,1]"
HLT_IsoTrk400_L1SingleMuShower_v,20.2,20.2,,391658,395239,"Muon[0,1]"
HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_DZ_Mass8_CaloJet30_v,20.2,20.2,,391658,395239,"Muon[0,1]"
HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_DZ_Mass8_AK8PFJet30_v,20.2,20.2,,391658,395239,"Muon[0,1]"
HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_DZ_Mass8_AK8CaloJet30_v,20.2,20.2,,391658,395239,"Muon[0,1]"
HLT_Mu12_IsoVVL_PFHT150_PNetBTag0p53_v,20.2,20.2,,391658,395239,"Muon[0,1]"
HLT_L2Mu50NoVtx_3Cha_CosmicSeed_VetoL3Mu0DxyMax1cm_v,20.2,20.2,,391658,395239,"Muon[0,1]"
HLT_L2Mu50NoVtx_3Cha_VetoL3Mu0DxyMax1cm_v,20.2,20.2,,391658,395239,"Muon[0,1]"
HLT_L3Mu30NoVtx_DxyMin0p01cm_v,20.2,20.2,,391658,395239,"Muon[0,1]"
HLT_L3Mu50NoVtx_DxyMin0p01cm_v,20.2,20.2,,391658,395239,"Muon[0,1]"
HLT_IsoMu24_eta2p1_L1HT200_v,20.2,20.2,,391658,395239,"Muon[0,1]"
HLT_IsoMu24_eta2p1_L1HT200_QuadPFJet25_v,20.2,20.2,,391658,395239,"Muon[0,1]"
HLT_IsoMu24_eta2p1_L1HT200_QuadPFJet25_PNet1Tauh0p50_v,20.2,20.2,,391658,395239,"Muon[0,1]"
HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v,20.2,1.3,,391658,395239,MuonEG
HLT_Mu23_TrkIsoVVL_Ele12_CaloIdL_TrackIdL_IsoVL_v,20.2,20.2,,391658,395239,MuonEG
HLT_Mu8_DiEle12_CaloIdL_TrackIdL_v,20.2,20.2,,391658,395239,MuonEG
HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v,20.2,10.1,,391658,395239,MuonEG
HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v,20.2,20.2,,391658,395239,MuonEG
HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v,20.2,1.3,,391658,395239,MuonEG
HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v,20.2,20.2,,391658,395239,MuonEG
HLT_Mu23_TrkIsoVVL_Ele12_CaloIdL_TrackIdL_IsoVL_DZ_v,20.2,20.2,,391658,395239,MuonEG
HLT_Mu8_DiEle12_CaloIdL_TrackIdL_DZ_v,20.2,20.2,,391658,395239,MuonEG
HLT_DiMu9_Ele9_CaloIdL_TrackIdL_DZ_v,20.2,20.2,,391658,395239,MuonEG
HLT_Mu8_Ele8_CaloIdM_TrackIdM_Mass8_PFHT350_DZ_v,20.2,20.2,,391658,395239,MuonEG
HLT_Mu8_Ele8_CaloIdM_TrackIdM_Mass8_PFHT350_v,20.2,4,,391658,395239,MuonEG
HLT_Mu43NoFiltersNoVtx_Photon43_CaloIdL_v,20.2,20.2,,391658,395239,MuonEG
HLT_Mu48NoFiltersNoVtx_Photon48_CaloIdL_v,20.2,20.2,,391658,395239,MuonEG
HLT_Mu27_Ele37_CaloIdL_MW_v,20.2,20.2,,391658,395239,MuonEG
HLT_Mu37_Ele27_CaloIdL_MW_v,20.2,20.2,,391658,395239,MuonEG
HLT_Mu17_Photon30_IsoCaloId_v,20.2,20.2,,391658,395239,MuonEG
HLT_Mu38NoFiltersNoVtxDisplaced_Photon38_CaloIdL_v,20.2,20.2,,391658,395239,MuonEG
HLT_Mu43NoFiltersNoVtxDisplaced_Photon43_CaloIdL_v,20.2,20.2,,391658,395239,MuonEG
HLT_DiMu4_Ele9_CaloIdL_TrackIdL_DZ_Mass3p8_v,20.2,20.2,,391658,395239,MuonEG
HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_PFDiJet30_v,20.2,20.2,,391658,395239,MuonEG
HLT_Mu20NoFiltersNoVtxDisplaced_Photon20_CaloCustomId_v,20.2,20.2,,391658,395239,MuonEG
HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_DoubleAK4PFJet60_30_v,20.2,20.2,,391658,395239,MuonEG
HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_DoubleAK4PFJet60_30_PNet2BTagMean0p50_v,20.2,20.2,,391658,395239,MuonEG
HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_PFHT280_v,20.2,20.2,,391658,395239,MuonEG
HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_PFHT280_QuadPFJet30_v,20.2,20.2,,391658,395239,MuonEG
HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_PFHT280_QuadPFJet30_PNet2BTagMean0p55_v,20.2,20.2,,391658,395239,MuonEG
HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_PFDiJet30_PNet2BTagMean0p50_v,20.2,20.2,,391658,395239,MuonEG
HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_PFHT250_v,20.2,20.2,,391658,395239,MuonEG
HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_PFHT250_QuadPFJet25_v,20.2,20.2,,391658,395239,MuonEG
HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_PFHT250_QuadPFJet25_PNet2BTagMean0p55_v,20.2,20.2,,391658,395239,MuonEG
HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_PFHT250_QuadPFJet25_PNet1BTag0p20_v,20.2,20.2,,391658,395239,MuonEG
HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_L1HT200_v,20.2,20.2,,391658,395239,MuonEG
HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_L1HT200_QuadPFJet20_v,20.2,20.2,,391658,395239,MuonEG
HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_L1HT200_QuadPFJet25_v,20.2,20.2,,391658,395239,MuonEG
HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_L1HT200_QuadPFJet25_PNet1BTag0p50_v,20.2,20.2,,391658,395239,MuonEG
HLT_L2Mu10_NoVertex_NoBPTX_v,20.2,0.04,,391658,395239,NoBPTX
HLT_L2Mu10_NoVertex_NoBPTX3BX_v,20.2,0.25,,391658,395239,NoBPTX
HLT_L2Mu40_NoVertex_3Sta_NoBPTX3BX_v,20.2,20.2,,391658,395239,NoBPTX
HLT_L2Mu45_NoVertex_3Sta_NoBPTX3BX_v,20.2,20.2,,391658,395239,NoBPTX
HLT_UncorrectedJetE30_NoBPTX_v,20.2,0.0022,,391658,395239,NoBPTX
HLT_UncorrectedJetE30_NoBPTX3BX_v,20.2,0.0022,,391658,395239,NoBPTX
HLT_UncorrectedJetE60_NoBPTX3BX_v,20.2,20.2,,391658,395239,NoBPTX
HLT_UncorrectedJetE70_NoBPTX3BX_v,20.2,20.2,,391658,395239,NoBPTX
HLT_CDC_L2cosmic_5p5_er1p0_v,20.2,2.2,,391658,395239,NoBPTX
HLT_CDC_L2cosmic_10_er1p0_v,20.2,6.7,,391658,395239,NoBPTX
DST_PFScouting_DoubleEG_v,20.2,20.2,,391658,395239,ScoutingPFMonitor
DST_PFScouting_JetHT_v,20.2,20.2,,391658,395239,ScoutingPFMonitor
DST_PFScouting_AXOTight_v,13.6,13.6,,391658,395239,ScoutingPFMonitor
DST_PFScouting_SingleMuon_v,20.2,20.2,,391658,395239,ScoutingPFMonitor
DST_PFScouting_AXOVLoose_v,0,0,,391658,395239,ScoutingPFMonitor
DST_PFScouting_AXOLoose_v,0,0,,391658,395239,ScoutingPFMonitor
DST_PFScouting_AXOVTight_v,13.6,13.6,,391658,395239,ScoutingPFMonitor
DST_PFScouting_ZeroBias_v,20.2,0.0011,,391658,395239,ScoutingPFMonitor
DST_PFScouting_SinglePhotonEB_v,20.2,20.2,,391658,395239,ScoutingPFMonitor
DST_PFScouting_CICADAVLoose_v,0,0,,391658,395239,ScoutingPFMonitor
DST_PFScouting_CICADALoose_v,13.6,13.6,,391658,395239,ScoutingPFMonitor
DST_PFScouting_CICADAMedium_v,13.6,13.6,,391658,395239,ScoutingPFMonitor
DST_PFScouting_CICADATight_v,13.6,13.6,,391658,395239,ScoutingPFMonitor
DST_PFScouting_CICADAVTight_v,13.6,13.6,,391658,395239,ScoutingPFMonitor
DST_PFScouting_DoubleMuonNoVtx_v,20.2,20.2,,391658,395239,ScoutingPFMonitor
DST_PFScouting_DoubleMuonVtx_v,20.2,20.2,,391658,395239,ScoutingPFMonitor
DST_PFScouting_DoubleMuonVtxMonitorJPsi_v,20.2,0.2,,391658,395239,ScoutingPFMonitor
DST_PFScouting_DoubleMuonVtxMonitorZ_v,20.2,10.1,,391658,395239,ScoutingPFMonitor
DST_PFScouting_AXOMedium_v,13.6,13.6,,391658,395239,ScoutingPFMonitor
HLT_TriggersForScoutingPFMonitor_PS125_v,20,0.16,,392175,395239,ScoutingPFMonitor
HLT_TriggersForScoutingPFMonitor_PS250_v,20,0.08,,392175,395239,ScoutingPFMonitor
HLT_TriggersForScoutingPFMonitor_PS500_v,20,0.04,,392175,395239,ScoutingPFMonitor
HLT_TriggersForScoutingPFMonitor_PS1000_v,20,0.02,,392175,395239,ScoutingPFMonitor
HLT_DoubleMediumChargedIsoDisplacedPFTauHPS32_Trk1_eta2p1_v,20.2,20.2,,391658,395239,Tau
HLT_DoublePNetTauhPFJet30_Medium_L2NN_eta2p3_v,20.2,20.2,,391658,395239,Tau
HLT_DoublePNetTauhPFJet30_Tight_L2NN_eta2p3_v,20.2,20.2,,391658,395239,Tau
HLT_DoublePNetTauhPFJet26_L2NN_eta2p3_PFJet60_v,20.2,20.2,,391658,395239,Tau
HLT_DoublePNetTauhPFJet26_L2NN_eta2p3_PFJet75_v,20.2,20.2,,391658,395239,Tau
HLT_SinglePNetTauhPFJet130_Loose_L2NN_eta2p3_v,20.2,20.2,,391658,395239,Tau
HLT_SinglePNetTauhPFJet130_Medium_L2NN_eta2p3_v,20.2,20.2,,391658,395239,Tau
HLT_SinglePNetTauhPFJet130_Tight_L2NN_eta2p3_v,20.2,20.2,,391658,395239,Tau
HLT_DoubleMediumChargedIsoDisplacedPFTauHPS36_Trk1_eta2p1_v,20.2,20.2,,391658,395239,Tau
HLT_DoubleMediumChargedIsoDisplacedPFTauHPS32_Trk1_eta2p1_noDxy_v,20.2,0.81,,391658,395239,Tau
HLT_Random_v,20.2,0.51,,391658,395239,ZeroBias
HLT_ZeroBias_v,20.2,0.00015,,391658,395239,ZeroBias
HLT_ZeroBias_IsolatedBunches_v,20.2,0.017,,391658,395239,ZeroBias
HLT_ZeroBias_FirstCollisionAfterAbortGap_v,20.2,0.053,,391658,395239,ZeroBias
HLT_ZeroBias_FirstCollisionInTrain_v,20.2,0.053,,391658,395239,ZeroBias
HLT_ZeroBias_FirstBXAfterTrain_v,20.2,0.0003,,391658,395239,ZeroBias
HLT_ZeroBias_LastCollisionInTrain_v,20.2,0.00029,,391658,395239,ZeroBias
HLT_ZeroBias_Alignment_v,20.2,0.0000089,,391658,395239,ZeroBias
Items per page:,,,,,,
All,,,,,,
1-508 of 508,,,,,,